ID	KBase Model	ModelSEEDpy Model	Name	Equation
rxn00414_c0	Y	Y	rxn00414_c0	hydrogen-carbonate:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating)_c0	cpd00001_c0 + 2.0 cpd00002_c0 + cpd00053_c0 + cpd00242_c0 --> 2.0 cpd00008_c0 + cpd00009_c0 + cpd00023_c0 + 2.0 cpd00067_c0 + cpd00146_c0
rxn16824_c0	Y		rxn16824_c0	7-carboxy-7-carbaguanine:ammonia ligase (ADP-forming) [c0]	cpd00002_c0 + cpd00013_c0 + cpd21481_c0 --> cpd00001_c0 + cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd14718_c0
EX_cpd00128_e0	Y	Y	EX_cpd00128_e0	Exchange for Adenine_e0	cpd00128_e0 <=> 
rxn00992_c0	Y	Y	rxn00992_c0	(R)-3-Hydroxybutanoate:NAD+ oxidoreductase_c0	cpd00003_c0 + cpd00797_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd00142_c0
rxn01739_c0	Y	Y	rxn01739_c0	ATP:shikimate 3-phosphotransferase_c0	cpd00002_c0 + cpd00383_c0 --> cpd00008_c0 + cpd00067_c0 + cpd02030_c0
rxn00840_c0	Y	Y	rxn00840_c0	dATP:pyruvate 2-O-phosphotransferase_c0	cpd00020_c0 + cpd00115_c0 <=> cpd00061_c0 + cpd00067_c0 + cpd00177_c0
rxn00065_c0	Y	Y	rxn00065_c0	ATP diphosphate-lyase (cyclizing; 3',5'-cyclic-AMP-forming)_c0	cpd00002_c0 --> cpd00012_c0 + cpd00067_c0 + cpd00446_c0
rxn09202_c0	Y	Y	rxn09202_c0	Phosphatidylserine decarboxylase (n-C18:0)_c0	2.0 cpd00067_c0 + cpd15557_c0 --> cpd00011_c0 + cpd15533_c0
rxn02835_c0	Y	Y	rxn02835_c0	1-(5-phospho-D-ribosyl)-AMP 1,6-hydrolase_c0	cpd00001_c0 + cpd01777_c0 <=> cpd02979_c0
rxn00974_c0	Y	Y	rxn00974_c0	citrate hydro-lyase (cis-aconitate-forming)_c0	cpd00137_c0 <=> cpd00001_c0 + cpd00331_c0
rxn05289_c0	Y	Y	rxn05289_c0	NADPH:oxidized-thioredoxin oxidoreductase_c0	cpd00005_c0 + cpd00067_c0 + cpd11420_c0 <=> cpd00006_c0 + cpd11421_c0
rxn01416_c0	Y	Y	rxn01416_c0	thiosulfate:cyanide sulfurtranserase_c0	cpd00150_c0 + cpd00268_c0 <=> cpd00067_c0 + cpd00081_c0 + cpd01211_c0
rxn00364_c0	Y	Y	rxn00364_c0	ATP:CMP phosphotransferase_c0	cpd00002_c0 + cpd00046_c0 + cpd00067_c0 <=> cpd00008_c0 + cpd00096_c0
rxn00712_c0	Y	Y	rxn00712_c0	UTP:uridine 5'-phosphotransferase_c0	cpd00062_c0 + cpd00249_c0 --> cpd00014_c0 + cpd00067_c0 + cpd00091_c0
rxn01827_c0	Y	Y	rxn01827_c0	4-Hydroxyphenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)_c0	cpd00007_c0 + cpd00868_c0 --> cpd00011_c0 + cpd00426_c0
rxn01710_c0	Y	Y	rxn01710_c0	Propane-1,3-diol:NAD+ 1-oxidoreductase_c0	cpd00004_c0 + cpd00067_c0 + cpd00371_c0 <=> cpd00003_c0 + cpd03559_c0
rxn10230_c0	Y	Y	rxn10230_c0	anteisopentadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase_c0	cpd00054_c0 + cpd15687_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15693_c0
rxn00890_c0	Y		rxn00890_c0	3-O-alpha-D-Galactosyl-1D-myo-inositol galactohydrolase [c0]	cpd00001_c0 + cpd00910_c0 <=> cpd00108_c0 + cpd00121_c0
rxn00474_c0	Y	Y	rxn00474_c0	L-serine hydro-lyase (adding indole; L-tryptophan-forming)_c0	cpd00054_c0 + cpd00359_c0 --> cpd00001_c0 + cpd00065_c0
rxn00616_c0	Y	Y	rxn00616_c0	sn-Glycerol-3-phosphate:(acceptor) 2-oxidoreductase_c0	cpd00015_c0 + cpd00067_c0 + cpd00080_c0 <=> cpd00095_c0 + cpd00982_c0
rxn23589_c0	Y	Y	rxn23589_c0	RXN-13329.c_c0	cpd00001_c0 + cpd14545_c0 <-- cpd00013_c0 + cpd00040_c0
rxn00819_c0	Y		rxn00819_c0	Galactosylglycerol galactohydrolase [c0]	cpd00001_c0 + cpd03197_c0 <=> cpd00100_c0 + cpd00108_c0
rxn05491_c0	Y	Y	rxn05491_c0	TRANS-RXN-198.ce_c0	cpd00067_e0 + cpd00128_e0 <=> cpd00067_c0 + cpd00128_c0
rxn00205_c0	Y	Y	rxn00205_c0	glutathione:hydrogen-peroxide oxidoreductase_c0	cpd00025_c0 + 2.0 cpd00042_c0 --> 2.0 cpd00001_c0 + cpd00111_c0
EX_cpd00438_e0	Y	Y	EX_cpd00438_e0	Exchange for Deoxyadenosine_e0	cpd00438_e0 <=> 
rxn08137_c0	Y	Y	rxn08137_c0	P1,P5-bis(5'-adenosyl)pentaphosphate nucleotidohydrolase (ATP-forming)_c0	cpd00001_c0 + cpd02511_c0 <=> cpd00002_c0 + cpd00008_c0
rxn08941_c0	Y	Y	rxn08941_c0	Maltodextrin phosphorylase (maltopentaose)_c0	cpd00009_c0 + cpd15495_c0 <=> cpd00089_c0 + cpd01399_c0
rxn24830_c0	Y	Y	rxn24830_c0	thiocarboxylated molybdopterin synthase:cyclic pyranopterin monophosphate sulfurtransferase_c0	cpd00001_c0 + cpd19505_c0 + 2.0 cpd28260_c0 <-- cpd03520_c0 + 2.0 cpd27484_c0
rxn03838_c0	Y	Y	rxn03838_c0	R05549_c0	cpd00001_c0 + cpd03200_c0 --> cpd00108_c0 + cpd03198_c0
rxn05579_c0	Y	Y	rxn05579_c0	Glycine betaine transport via proton symport, reversible_c0	cpd00067_e0 + cpd00540_e0 <=> cpd00067_c0 + cpd00540_c0
rxn08131_c0	Y	Y	rxn08131_c0	4-amino-2-methyl-5-phosphomethylpyrimidine synthetase_c0	cpd00001_c0 + cpd00003_c0 + cpd02140_c0 <=> cpd00004_c0 + 2.0 cpd00047_c0 + 4.0 cpd00067_c0 + cpd02775_c0
rxn00194_c0	Y	Y	rxn00194_c0	L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming)_c0	cpd00023_c0 + cpd00067_c0 --> cpd00011_c0 + cpd00281_c0
rxn01353_c0	Y	Y	rxn01353_c0	ATP:dGDP phosphotransferase_c0	cpd00002_c0 + cpd00295_c0 <=> cpd00008_c0 + cpd00241_c0
rxn05561_c0	Y	Y	rxn05561_c0	Transport of dicarboxylates, extracellular_c0	cpd00067_e0 + cpd00106_e0 <=> cpd00067_c0 + cpd00106_c0
rxn02345_c0	Y	Y	rxn02345_c0	(S)-3-Hydroxybutanoyl-CoA 3-epimerase_c0	cpd00842_c0 <=> cpd02234_c0
rxn25839_c0	Y	Y	rxn25839_c0	ATP:[ThiS] adenylyltransferase_c0	cpd00002_c0 + cpd28253_c0 <-- cpd00012_c0 + cpd22312_c0
rxn10227_c0	Y	Y	rxn10227_c0	anteisoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase_c0	cpd00054_c0 + cpd15684_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15690_c0
rxn09176_c0	Y	Y	rxn09176_c0	polyphosphate kinase_c0	cpd00002_c0 + cpd00009_c0 <=> cpd00008_c0 + cpd00012_c0
rxn00159_c0	Y	Y	rxn00159_c0	(S)-malate:NAD+ oxidoreductase (decarboxylating)_c0	cpd00003_c0 + cpd00130_c0 --> cpd00004_c0 + cpd00011_c0 + cpd00020_c0
rxn00247_c0	Y	Y	rxn00247_c0	ATP:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming)_c0	cpd00002_c0 + cpd00032_c0 --> cpd00008_c0 + cpd00011_c0 + cpd00061_c0
rxn12637_c0	Y	Y	rxn12637_c0	RXN0-6987.c_c0	cpd00001_c0 + cpd11589_c0 <=> cpd00033_c0 + cpd00041_c0
rxn05468_c0	Y	Y	rxn05468_c0	TRANS-RXNAVI-26568.ce_c0	cpd00007_e0 <=> cpd00007_c0
rxn00274_c0	Y	Y	rxn00274_c0	Acetyl-CoA:glycine C-acetyltransferase_c0	cpd00022_c0 + cpd00033_c0 --> cpd00010_c0 + cpd02211_c0
rxn09069_c0	Y	Y	rxn09069_c0	phosphoadenylyl-sulfate reductase (glutaredoxin)_c0	cpd00044_c0 + cpd15481_c0 <=> cpd00045_c0 + cpd00067_c0 + cpd00081_c0 + cpd15480_c0
rxn00143_c0	Y	Y	rxn00143_c0	S-Adenosyl-L-homocysteine homocysteinylribohydrolase_c0	cpd00001_c0 + cpd00019_c0 <=> cpd00128_c0 + cpd02227_c0
rxn00675_c0	Y	Y	rxn00675_c0	Propionyladenylate:CoA propionyltransferase_c0	cpd00010_c0 + cpd03560_c0 --> cpd00018_c0 + cpd00067_c0 + cpd00086_c0
EX_cpd00254_e0		Y	EX_cpd00254_e0	Exchange for Mg_e0	cpd00254_e0 <=> 
rxn08805_c0	Y	Y	rxn08805_c0	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:1) (periplasm)_c0	cpd00001_c0 + cpd15315_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd15298_c0
rxn02933_c0	Y	Y	rxn02933_c0	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase_c0	cpd00003_c0 + cpd02691_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd02124_c0
rxn00931_c0	Y	Y	rxn00931_c0	L-Proline:NADP+ 5-oxidoreductase_c0	cpd00006_c0 + cpd00129_c0 <=> cpd00005_c0 + 2.0 cpd00067_c0 + cpd02431_c0
EX_cpd00011_e0	Y	Y	EX_cpd00011_e0	Exchange for CO2_e0	cpd00011_e0 <=> 
rxn00695_c0	Y	Y	rxn00695_c0	ATP:alpha-D-glucose-1-phosphate adenylyltransferase_c0	cpd00002_c0 + cpd00089_c0 --> cpd00012_c0 + cpd00387_c0
rxn03080_c0	Y	Y	rxn03080_c0	5-amino-6-(D-ribitylamino)uracil butanedionetransferase_c0	cpd02882_c0 + cpd11225_c0 --> 2.0 cpd00001_c0 + cpd00009_c0 + cpd00067_c0 + cpd02656_c0
rxn05161_c0	Y	Y	rxn05161_c0	nonpolar-amino-acid-transporting ATPase_c0	cpd00001_c0 + cpd00002_c0 + cpd00107_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00107_c0
rxn01313_c0	Y	Y	rxn01313_c0	5,6,7,8-tetrahydrobiopterin:NAD+ oxidoreductase_c0	cpd00004_c0 + cpd00067_c0 + cpd00231_c0 <=> cpd00003_c0 + cpd00233_c0
rxn00577_c0	Y	Y	rxn00577_c0	sucrose:phosphate alpha-D-glucosyltransferase_c0	cpd00009_c0 + cpd00076_c0 <=> cpd00082_c0 + cpd00089_c0
rxn16806_c0	Y		rxn16806_c0	7,8-dihydroneopterin 3'-triphosphate acetaldehyde-lyase (6-carboxy-5,6,7,8-tetrahydropterin and triphosphate-forming) [c0]	cpd00001_c0 + cpd02978_c0 <=> cpd00067_c0 + cpd00071_c0 + cpd00421_c0 + cpd21472_c0
rxn02021_c0	Y	Y	rxn02021_c0	Hg:NADP+ oxidoreductase_c0	cpd00006_c0 + cpd00965_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd00531_c0
rxn00001_c0	Y	Y	rxn00001_c0	diphosphate phosphohydrolase_c0	cpd00001_c0 + cpd00012_c0 --> 2.0 cpd00009_c0 + cpd00067_c0
rxn00991_c0	Y	Y	rxn00991_c0	(S)-3-hydroxy-3-methylglutaryl-CoA acetoacetate-lyase (acetyl-CoA-forming)_c0	cpd00292_c0 <=> cpd00022_c0 + cpd00142_c0
rxn45996_c0	Y	Y	rxn45996_c0	rxn45996_c0	cpd00001_c0 + cpd36025_c0 <=> cpd00012_c0 + cpd19505_c0
rxn23850_c0	Y		rxn23850_c0	RXN-3443.c [c0]	cpd00001_c0 + cpd00003_c0 + cpd00102_c0 --> cpd00004_c0 + 2.0 cpd00067_c0 + cpd00169_c0
rxn04938_c0	Y	Y	rxn04938_c0	S-(hydroxymethyl)glutathione:NADP+ oxidoreductase_c0	cpd00006_c0 + cpd09879_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd00759_c0
rxn00726_c0	Y	Y	rxn00726_c0	chorismate pyruvate-lyase (amino-accepting; anthranilate-forming)_c0	cpd00013_c0 + cpd00216_c0 --> cpd00001_c0 + cpd00020_c0 + cpd00067_c0 + cpd00093_c0
EX_cpd00117_e0	Y	Y	EX_cpd00117_e0	Exchange for D-Alanine_e0	cpd00117_e0 <=> 
EX_cpd00030_e0	Y	Y	EX_cpd00030_e0	Exchange for Mn2+_e0	cpd00030_e0 <=> 
rxn08442_c0	Y	Y	rxn08442_c0	fatty-acid-CoA thioesterase (tetradecenoate)_c0	cpd00001_c0 + cpd15295_c0 --> cpd00010_c0 + 2.0 cpd00067_c0 + cpd15298_c0
rxn12644_c0	Y	Y	rxn12644_c0	methionyl aminopeptidase_c0	cpd00001_c0 + cpd11582_c0 <=> cpd00035_c0 + cpd00161_c0
rxn10312_c0	Y	Y	rxn10312_c0	isotetradecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0	24.0 cpd00037_c0 + cpd15751_c0 <=> 24.0 cpd00014_c0 + cpd15769_c0
rxn00747_c0	Y	Y	rxn00747_c0	D-glyceraldehyde-3-phosphate aldose-ketose-isomerase_c0	cpd00102_c0 <=> cpd00095_c0
rxn00304_c0	Y	Y	rxn00304_c0	GTP:pyruvate 2-O-phosphotransferase_c0	cpd00020_c0 + cpd00038_c0 --> cpd00031_c0 + cpd00061_c0 + cpd00067_c0
rxn05221_c0	Y	Y	rxn05221_c0	Na+/Proline-L symporter_c0	cpd00129_e0 + cpd00971_e0 <=> cpd00129_c0 + cpd00971_c0
rxn01682_c0	Y	Y	rxn01682_c0	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase_c0	cpd02210_c0 <=> cpd00102_c0 + cpd00359_c0
rxn03893_c0	Y	Y	rxn03893_c0	all-trans-octaprenyl-diphosphate:4-hydroxybenzoate 3-octaprenyltransferase_c0	cpd00136_c0 + cpd02557_c0 --> cpd00012_c0 + cpd00067_c0 + cpd03443_c0
rxn03146_c0	Y	Y	rxn03146_c0	UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetylglucosamine amidohydrolase_c0	cpd00001_c0 + cpd02886_c0 <=> cpd00029_c0 + cpd03584_c0
rxn08044_c0	Y	Y	rxn08044_c0	N-acetylmuramate 6-phosphate hydro-lyase (N-acetyl-D-glucosamine 6-phosphate forming)_c0	cpd00001_c0 + cpd15391_c0 <=> cpd00067_c0 + cpd00221_c0 + cpd00293_c0
EX_cpd11640_e0	Y		EX_cpd11640_e0	Exchange for H2 [e0]	cpd11640_e0 <=> 
EX_cpd03453_e0	Y	Y	EX_cpd03453_e0	Exchange for Enterobactin_e0	cpd03453_e0 <=> 
rxn07430_c0	Y	Y	rxn07430_c0	R07599_c0	cpd00056_c0 + cpd00067_c0 + cpd00123_c0 --> cpd00011_c0 + cpd14700_c0
rxn03958_c0	Y	Y	rxn03958_c0	1-Deoxy-D-xylulose-5-phosphate isomeroreductase_c0	cpd00006_c0 + cpd08286_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd08289_c0
rxn06864_c0	Y	Y	rxn06864_c0	Biotinyl-5'-AMP:apo-[carboxylase] ligase (AMP-forming)_c0	cpd03517_c0 + cpd12847_c0 <=> cpd00018_c0 + cpd00067_c0 + cpd12848_c0
rxn08817_c0	Y	Y	rxn08817_c0	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)_c0	cpd00001_c0 + cpd15350_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd01741_c0
rxn12640_c0	Y	Y	rxn12640_c0	methionyl aminopeptidase_c0	cpd00001_c0 + cpd11586_c0 <=> cpd00023_c0 + cpd00035_c0
rxn03136_c0	Y	Y	rxn03136_c0	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase_c0	cpd02921_c0 <=> cpd00067_c0 + cpd00106_c0 + cpd02851_c0
rxn01218_c0	Y	Y	rxn01218_c0	2'-Deoxycytidine 5'-monophosphate phosphohydrolase_c0	cpd00001_c0 + cpd00206_c0 --> cpd00009_c0 + cpd00654_c0
rxn02213_c0	Y	Y	rxn02213_c0	3-Dehydroquinate hydro-lyase_c0	cpd00699_c0 --> cpd00001_c0 + cpd01716_c0
rxn09112_c0	Y	Y	rxn09112_c0	Phosphatidylglycerol synthase (n-C16:1)_c0	cpd00080_c0 + cpd15418_c0 <=> cpd00046_c0 + cpd15546_c0
rxn01652_c0	Y	Y	rxn01652_c0	S-Aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming)_c0	cpd00001_c0 + cpd00347_c0 <=> cpd00067_c0 + cpd02197_c0
rxn00242_c0	Y	Y	rxn00242_c0	guanosine-3',5'-bis(diphosphate) 3'-diphosphohydrolase_c0	cpd00001_c0 + cpd00905_c0 --> cpd00012_c0 + cpd00031_c0
rxn02853_c0	Y	Y	rxn02853_c0	Imidazole acetaldehyde:NAD+ oxidoreductase_c0	cpd00001_c0 + cpd00003_c0 + cpd03052_c0 --> cpd00004_c0 + 2.0 cpd00067_c0 + cpd01831_c0
rxn09240_c0	Y	Y	rxn09240_c0	Sulfate adenyltransferase_c0	cpd00001_c0 + cpd00002_c0 + cpd00038_c0 + cpd00048_c0 --> cpd00009_c0 + cpd00012_c0 + cpd00031_c0 + cpd00067_c0 + cpd00193_c0
EX_cpd10516_e0	Y	Y	EX_cpd10516_e0	Exchange for fe3_e0	cpd10516_e0 <=> 
rxn08089_c0	Y	Y	rxn08089_c0	1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1)_c0	cpd00067_c0 + cpd11825_c0 + cpd15328_c0 --> cpd11493_c0 + cpd15527_c0
rxn03175_c0	Y	Y	rxn03175_c0	N-(5'-Phospho-D-ribosylformimino)-5-amino-1- (5''-phospho-D-ribosyl)-4-imidazolecarboxamide ketol-isomerase_c0	cpd00067_c0 + cpd02979_c0 <=> cpd02991_c0
EX_cpd00067_e0	Y	Y	EX_cpd00067_e0	Exchange for H+_e0	cpd00067_e0 <=> 
rxn08808_c0	Y	Y	rxn08808_c0	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:0) (periplasm)_c0	cpd00001_c0 + cpd00067_c0 + cpd12547_c0 --> cpd00908_c0 + cpd01080_c0
rxn05115_c0	Y	Y	rxn05115_c0	5-carboxyamino-1-(5-phospho-D-ribosyl)imidazole carboxymutase_c0	cpd11310_c0 <=> cpd02893_c0
rxn01352_c0	Y	Y	rxn01352_c0	dGTP triphosphohydrolase_c0	cpd00001_c0 + cpd00241_c0 <=> cpd00277_c0 + cpd00421_c0
rxn10221_c0	Y	Y	rxn10221_c0	anteisoheptadecanoyl-phosphatidate cytidylyltransferase_c0	cpd00052_c0 + cpd15678_c0 --> cpd00012_c0 + cpd00067_c0 + cpd15684_c0
rxn03043_c0	Y	Y	rxn03043_c0	5-Dehydro-4-deoxy-D-glucuronate ketol-isomerase_c0	cpd02508_c0 <=> cpd02663_c0
rxn16583_c0	Y	Y	rxn16583_c0	adenylyl-molybdopterin:molybdate molybdate transferase (AMP-forming)_c0	cpd00067_c0 + cpd11574_c0 + cpd21090_c0 --> cpd00001_c0 + cpd00018_c0 + cpd19503_c0
SK_cpd02701_c0		Y	SK_cpd02701_c0	Sink for S-Adenosyl-4-methylthio-2-oxobutanoate_c0	cpd02701_c0 --> 
rxn16828_c0	Y	Y	rxn16828_c0	R09982_c0	cpd21482_c0 <-- cpd21486_c0
rxn14418_c0	Y		rxn14418_c0	cytochrome-bd reductase (ubiquinol: 2 protons) [c0]	cpd15561_c0 + cpd18075_c0 --> 2.0 cpd00067_e0 + cpd15560_c0 + cpd18076_c0
rxn08971_c0	Y	Y	rxn08971_c0	NADH dehydrogenase (menaquinone-8 & 0 protons)_c0	cpd00004_c0 + cpd00067_c0 + cpd15500_c0 --> cpd00003_c0 + cpd15499_c0
rxn02177_c0	Y	Y	rxn02177_c0	Isochorismate pyruvate-hydrolase_c0	cpd00001_c0 + cpd00658_c0 --> cpd00020_c0 + cpd02566_c0
rxn27318_c0	Y		rxn27318_c0	NADPH-thioredoxin reductase [c0]	cpd00006_c0 + cpd28060_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd27735_c0
rxn05654_c0	Y	Y	rxn05654_c0	Transport of succinate, extracellular_c0	cpd00036_e0 + cpd00067_e0 <=> cpd00036_c0 + cpd00067_c0
rxn10262_c0	Y	Y	rxn10262_c0	isopentadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0	cpd00080_c0 + cpd15686_c0 <=> cpd00046_c0 + cpd15719_c0
rxn01858_c0	Y	Y	rxn01858_c0	Deoxyadenosine aminohydrolase_c0	cpd00001_c0 + cpd00067_c0 + cpd00438_c0 --> cpd00013_c0 + cpd03279_c0
rxn05350_c0	Y	Y	rxn05350_c0	hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0	cpd00067_c0 + cpd11472_c0 + cpd11492_c0 --> cpd00011_c0 + cpd11490_c0 + cpd11493_c0
rxn01917_c0	Y	Y	rxn01917_c0	ATP:N-acetyl-L-glutamate 5-phosphotransferase_c0	cpd00002_c0 + cpd00477_c0 <=> cpd00008_c0 + cpd02552_c0
rxn10205_c0	Y	Y	rxn10205_c0	isoheptadecanoyl-glycerol-3-phosphate O-acyltransferase_c0	cpd00080_c0 + cpd11432_c0 --> cpd00010_c0 + cpd15671_c0
rxn01545_c0	Y	Y	rxn01545_c0	Xanthosine ribohydrolase_c0	cpd00001_c0 + cpd01217_c0 <=> cpd00105_c0 + cpd00309_c0
rxn00545_c0	Y	Y	rxn00545_c0	ATP:D-fructose-6-phosphate 1-phosphotransferase_c0	cpd00002_c0 + cpd00072_c0 --> cpd00008_c0 + cpd00067_c0 + cpd00290_c0
rxn00260_c0	Y	Y	rxn00260_c0	L-Aspartate:2-oxoglutarate aminotransferase_c0	cpd00024_c0 + cpd00041_c0 <=> cpd00023_c0 + cpd00032_c0
bio2		Y	bio2	biomass	cpd00001_c0 + cpd00002_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0
rxn10126_c0	Y	Y	rxn10126_c0	succinate dehyrdogenase_c0	cpd00982_c0 + cpd15560_c0 --> cpd00015_c0 + cpd00067_c0 + cpd15561_c0
rxn00902_c0	Y	Y	rxn00902_c0	acetyl-CoA:3-methyl-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)_c0	cpd00010_c0 + cpd00067_c0 + cpd01646_c0 <-- cpd00001_c0 + cpd00022_c0 + cpd00123_c0
rxn02374_c0	Y	Y	rxn02374_c0	R03314_c0	cpd00858_c0 --> cpd00001_c0 + cpd00067_c0 + cpd02431_c0
rxn09114_c0	Y	Y	rxn09114_c0	Phosphatidylglycerol synthase (n-C18:1)_c0	cpd00080_c0 + cpd15420_c0 <=> cpd00046_c0 + cpd15548_c0
rxn05029_c0	Y	Y	rxn05029_c0	ATP:cobinamide Cobeta-adenosyltransferase_c0	cpd00002_c0 + cpd00067_c0 + cpd03422_c0 --> cpd00421_c0 + cpd03918_c0
rxn01256_c0	Y	Y	rxn01256_c0	Chorismate pyruvatemutase_c0	cpd00216_c0 --> cpd00219_c0
rxn00171_c0	Y	Y	rxn00171_c0	acetaldehyde:NAD+ oxidoreductase (CoA-acetylating)_c0	cpd00003_c0 + cpd00010_c0 + cpd00071_c0 <=> cpd00004_c0 + cpd00022_c0 + cpd00067_c0
rxn10269_c0	Y	Y	rxn10269_c0	anteisopentadecanoyl-Phosphatidylglycerophosphate phosphohydrolase_c0	cpd00001_c0 + cpd15720_c0 --> cpd00009_c0 + cpd00067_c0 + cpd15726_c0
rxn00547_c0	Y	Y	rxn00547_c0	ATP:D-fructose 6-phosphotransferase_c0	cpd00002_c0 + cpd00082_c0 --> cpd00008_c0 + cpd00067_c0 + cpd00072_c0
rxn08821_c0	Y	Y	rxn08821_c0	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)_c0	cpd00001_c0 + cpd15354_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd15237_c0
rxn05517_c0	Y	Y	rxn05517_c0	cadminum transport out via antiport_c0	cpd00067_e0 + cpd00205_e0 + cpd01012_c0 <=> cpd00067_c0 + cpd00205_c0 + cpd01012_e0
rxn02200_c0	Y	Y	rxn02200_c0	2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase_c0	cpd00443_c0 + cpd00954_c0 <=> cpd00001_c0 + cpd00683_c0
rxn02222_c0	Y	Y	rxn02222_c0	Indole-3-acetamide amidohydrolase_c0	cpd00001_c0 + cpd01747_c0 --> cpd00013_c0 + cpd00703_c0
rxn00709_c0	Y	Y	rxn00709_c0	ATP:uridine 5'-phosphotransferase_c0	cpd00002_c0 + cpd00249_c0 --> cpd00008_c0 + cpd00067_c0 + cpd00091_c0
rxn00048_c0	Y	Y	rxn00048_c0	6,7-Dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)lumazine 2,3-butanediyltransferase_c0	cpd00067_c0 + 2.0 cpd02656_c0 --> cpd00220_c0 + cpd02882_c0
rxn00006_c0	Y	Y	rxn00006_c0	hydrogen-peroxide:hydrogen-peroxide oxidoreductase_c0	2.0 cpd00025_c0 <-- 2.0 cpd00001_c0 + cpd00007_c0
rxn08296_c0	Y	Y	rxn08296_c0	diacylglycerol kinase (n-C14:1)_c0	cpd00002_c0 + cpd15308_c0 --> cpd00008_c0 + cpd15523_c0
rxn01029_c0	Y	Y	rxn01029_c0	Agmatine iminohydrolase_c0	cpd00001_c0 + cpd00152_c0 --> cpd00013_c0 + cpd00341_c0
rxn03084_c0	Y	Y	rxn03084_c0	5'-Phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming)_c0	cpd00001_c0 + cpd00002_c0 + cpd00053_c0 + cpd02678_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00023_c0 + cpd00067_c0 + cpd02826_c0
rxn14421_c0	Y		rxn14421_c0	cytochrome-bo reductase (ubiquinol: 2 protons) [c0]	cpd15561_c0 + cpd18077_c0 --> 2.0 cpd00067_e0 + cpd15560_c0 + cpd18078_c0
rxn03244_c0	Y		rxn03244_c0	(S)-hydroxydecanoyl-CoA:NAD+ oxidoreductase [c0]	cpd00003_c0 + cpd03118_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd03119_c0
rxn01200_c0	Y	Y	rxn01200_c0	Sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase_c0	cpd00102_c0 + cpd00238_c0 <=> cpd00101_c0 + cpd00198_c0
rxn00849_c0	Y	Y	rxn00849_c0	D-Alanine:2-oxoglutarate aminotransferase_c0	cpd00024_c0 + cpd00117_c0 <=> cpd00020_c0 + cpd00186_c0
rxn11268_c0	Y	Y	rxn11268_c0	phosphate ABC transporter permease protein_c0	cpd00012_e0 + cpd00067_e0 <-- cpd00012_c0 + cpd00067_c0
