2.5.1.81	rxn05287	geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase	MetaCyc: PWY-7720 (ophiobolin F biosynthesis); PWY-7736 (stellatic acid biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); SESTERTERPENOID-BIOSYNTHESIS (Sesterterpenoid Biosynthesis); Terpenoid-Biosynthesis (Terpenoid Biosynthesis)
4.2.3.4	rxn02212	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase (cyclyzing)	"MetaCyc: 3-Dehydroquinate-Biosynthesis (3-Dehydroquinate Biosynthesis); ALL-CHORISMATE-PWY (superpathway of chorismate metabolism); ARO-PWY (chorismate biosynthesis I); AROMATIC-COMPOUNDS-BIOSYN (Aromatic Compound Biosynthesis); Amino-Acid-Biosynthesis (Amino Acid Biosynthesis); COMPLETE-ARO-PWY (superpathway of aromatic amino acid biosynthesis); Chorismate-Biosynthesis (Chorismate Biosynthesis); IND-AMINO-ACID-SYN (Proteinogenic Amino Acid Biosynthesis); PHENYLALANINE-SYN (L-phenylalanine Biosynthesis); PWY-6164 (3-dehydroquinate biosynthesis I); PWY-6628 (superpathway of L-phenylalanine biosynthesis); PWY-6629 (superpathway of L-tryptophan biosynthesis); PWY-6630 (superpathway of L-tyrosine biosynthesis); TRYPTOPHAN-BIOSYNTHESIS (L-tryptophan Biosynthesis); TYROSINE-SYN (L-tyrosine Biosynthesis)|KEGG: rn00400 (Phenylalanine, tyrosine and tryptophan biosynthesis); rn01110 (Biosynthesis of secondary metabolites); rn01230 (Biosynthesis of amino acids)"
1.1.-.-|1.1.2.4|1.1.5.-	rxn08783	DLACTDEHYDROGFAD-RXN.c.metaexp.CPD-9956_UBIQUINONE-8	MetaCyc: 2-Chloroacrylates-Degradation (2-Chloroacrylate-Degradation); AEROBIC-RESPIRATION (Aerobic Respiration); Aldehyde-Degradation (Aldehyde Degradation); CHLORINATED-COMPOUNDS-DEG (Chlorinated Compound Degradation); Degradation (Degradation/Utilization/Assimilation); Detoxification (Detoxification); Electron-Transfer (Electron Transfer); Energy-Metabolism (Generation of Precursor Metabolite and Energy); METHGLYUT-PWY (superpathway of methylglyoxal degradation); Methylglyoxal-Detoxification (Methylglyoxal Detoxification); PWY-5386 (methylglyoxal degradation I); PWY-7425 (2-chloroacrylate degradation I); PWY0-1565 (D-lactate to cytochrome <i>bo</i> oxidase electron transfer); Respiration ()
6.3.3.2	rxn01653	5-Formyltetrahydrofolate cyclo-ligase (ADP-forming)	"MetaCyc: 1CMET2-PWY (<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis); Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); Folate-Biosynthesis (Folate Biosynthesis); Folate-Transformations (Folate Transformations); PWY-2201 (folate transformations I); PWY-3841 (folate transformations II); Vitamin-Biosynthesis (Vitamin Biosynthesis)|KEGG: rn00670 (One carbon pool by folate)"
2.1.1.45	rxn01520	"5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase"	"MetaCyc: 1CMET2-PWY (<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis); Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); Deoxyribonucleotide-Biosynthesis (2'-Deoxyribonucleotide Biosynthesis); Folate-Biosynthesis (Folate Biosynthesis); Folate-Transformations (Folate Transformations); Metabolic-Clusters (Metabolic Clusters); Nucleotide-Biosynthesis (Nucleoside and Nucleotide Biosynthesis); PWY-3841 (folate transformations II); PWY-7184 (pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I); PWY-7187 (pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II); PWY-7198 (pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis IV); PWY-7199 (pyrimidine deoxyribonucleosides salvage); PWY-7200 (superpathway of pyrimidine deoxyribonucleoside salvage); PWY-7210 (pyrimidine deoxyribonucleotides biosynthesis from CTP); PWY-7211 (superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis); PWY0-166 (superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (E. coli)); PYR-NUC-SYN (Pyrimidine Nucleotide Biosynthesis); Pyrimid-Deoxyribonucleot-De-Novo-Biosyn (Pyrimidine Deoxyribonucleotide <i>De Novo</i> Biosynthesis); Pyrimidine-De-Novo-Biosyn (Pyrimidine Nucleotide <i>De Novo</i> Biosynthesis); Pyrimidine-Nucleotide-Salvage (Pyrimidine Nucleotide Salvage); Vitamin-Biosynthesis (Vitamin Biosynthesis)|KEGG: rn00240 (Pyrimidine metabolism); rn00670 (One carbon pool by folate)"
1.5.1.3	rxn00686	"5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase"	"MetaCyc: 1CMET2-PWY (<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis); ALL-CHORISMATE-PWY (superpathway of chorismate metabolism); Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); FOLSYN-PWY (superpathway of tetrahydrofolate biosynthesis and salvage); Folate-Biosynthesis (Folate Biosynthesis); Folate-Transformations (Folate Transformations); PWY-3841 (folate transformations II); PWY-6612 (superpathway of tetrahydrofolate biosynthesis); PWY-6614 (tetrahydrofolate biosynthesis); Vitamin-Biosynthesis (Vitamin Biosynthesis)|KEGG: rn00670 (One carbon pool by folate); rn00790 (Folate biosynthesis)"
2.1.1.13	rxn00693	5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase	"MetaCyc: 1CMET2-PWY (<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis); ADENOSYLHOMOCYSCAT-PWY (L-methionine salvage from L-homocysteine); Amino-Acid-Biosynthesis (Amino Acid Biosynthesis); Amino-Acid-Degradation (Amino Acid Degradation); Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); Degradation (Degradation/Utilization/Assimilation); Folate-Biosynthesis (Folate Biosynthesis); Folate-Transformations (Folate Transformations); HOMOSER-METSYN-PWY (L-methionine biosynthesis I); HSERMETANA-PWY (L-methionine biosynthesis III); IND-AMINO-ACID-SYN (Proteinogenic Amino Acid Biosynthesis); MET-SAM-PWY (superpathway of <i>S</i>-adenosyl-L-methionine biosynthesis); METHIONINE-DEG (L-methionine Degradation); METHIONINE-SYN (L-methionine Biosynthesis); METSYN-PWY (superpathway of L-homoserine and L-methionine biosynthesis); Methionine-De-novo-Biosynthesis (L-methionine <i>De Novo</i> Biosynthesis); Methionine-Salvage (L-methionine Salvage); P4-PWY (superpathway of L-lysine, L-threonine and L-methionine biosynthesis I); PWY-2201 (folate transformations I); PWY-3841 (folate transformations II); PWY-5328 (superpathway of L-methionine salvage and degradation); PWY-5345 (superpathway of L-methionine biosynthesis (by sulfhydrylation)); PWY-5347 (superpathway of L-methionine biosynthesis (transsulfuration)); PWY-7977 (L-methionine biosynthesis IV (archaea)); PWY0-781 (aspartate superpathway); Proteinogenic-Amino-Acids-Degradation (Proteinogenic Amino Acid Degradation); Vitamin-Biosynthesis (Vitamin Biosynthesis)|KEGG: rn00270 (Cysteine and methionine metabolism); rn00670 (One carbon pool by folate); rn01110 (Biosynthesis of secondary metabolites); rn01230 (Biosynthesis of amino acids)"
4.2.1.33	rxn12193	3-isopropylmalate dehydratase	KEGG: rn01210 (2-Oxocarboxylic acid metabolism); rn01230 (Biosynthesis of amino acids)
1.7.7.1	rxn05893	Ammonia:ferredoxin oxidoreductase	KEGG: rn00910 (Nitrogen metabolism)
2.5.1.90	rxn09037	"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 5 isopentenyl units)"	KEGG: rn00900 (Terpenoid backbone biosynthesis); rn01110 (Biosynthesis of secondary metabolites)
2.1.1.107	rxn02287	S-adenosyl-L-methionine:uroporphyrin-III C-methyltransferase	KEGG: rn00860 (Porphyrin and chlorophyll metabolism); rn01110 (Biosynthesis of secondary metabolites)
1.2.1.70	rxn06591	L-glutamate-semialdehyde: NADP+ oxidoreductase(L-glutamyl-tRNA(Glu)-forming)	KEGG: rn00860 (Porphyrin and chlorophyll metabolism); rn01110 (Biosynthesis of secondary metabolites)
6.1.1.17|6.1.1.24	rxn06937	L-glutamate:tRNA(Glu) ligase (AMP-forming)	KEGG: rn00860 (Porphyrin and chlorophyll metabolism); rn00970 (Aminoacyl-tRNA biosynthesis); rn01110 (Biosynthesis of secondary metabolites)
1.16.3.1	rxn00056	Fe(II):oxygen oxidoreductase	KEGG: rn00860 (Porphyrin and chlorophyll metabolism)
3.1.3.73	rxn03150	R04594	KEGG: rn00860 (Porphyrin and chlorophyll metabolism)
2.7.8.26	rxn03538	R05223	KEGG: rn00860 (Porphyrin and chlorophyll metabolism)
2.5.1.17	rxn05029	ATP:cobinamide Cobeta-adenosyltransferase	KEGG: rn00860 (Porphyrin and chlorophyll metabolism)
6.3.1.10	rxn05054	adenosylcobyric acid:(R)-1-aminopropan-2-ol ligase (ADP-forming)	KEGG: rn00860 (Porphyrin and chlorophyll metabolism)
2.5.1.15	rxn02200	"2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase"	KEGG: rn00790 (Folate biosynthesis)
3.1.3.1	rxn03167	"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate phosphohydrolase (alkaline optimum)"	KEGG: rn00790 (Folate biosynthesis)
3.5.4.16	rxn03421	"2,5-Diaminopyrimidine nucleoside triphosphate mutase"	KEGG: rn00790 (Folate biosynthesis)
4.2.1.9	rxn00898	"2,3-Dihydroxy-3-methylbutanoate hydro-lyase"	KEGG: rn00770 (Pantothenate and CoA biosynthesis)
1.1.1.86	rxn02186	"2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)"	KEGG: rn00770 (Pantothenate and CoA biosynthesis)
2.6.1.52	rxn03445	O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase	KEGG: rn00750 (Vitamin B6 metabolism)
4.2.3.1	rxn03446	O-Phospho-4-hydroxy-L-threonine phospho-lyase (adding water)	KEGG: rn00750 (Vitamin B6 metabolism)
1.1.1.262	rxn03951	NAD-dependent threonine 4-phosphate dehydrogenase	KEGG: rn00750 (Vitamin B6 metabolism)
1.3.99.1	rxn00288	Succinate:(acceptor) oxidoreductase	KEGG: rn00720 (Carbon fixation pathways in prokaryotes); rn01200 (Carbon metabolism)
2.2.1.1	rxn00785	D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase	KEGG: rn00710 (Carbon fixation in photosynthetic organisms); rn01200 (Carbon metabolism)
4.1.2.22	rxn00548	D-fructose-6-phosphate D-erythrose-4-phosphate-lyase (adding phosphate; acetyl-phosphate-forming)	KEGG: rn00710 (Carbon fixation in photosynthetic organisms)
2.7.1.11	rxn00545	ATP:D-fructose-6-phosphate 1-phosphotransferase	KEGG: rn00680 (Methane metabolism); rn01200 (Carbon metabolism)
4.1.2.13	rxn00786	"D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)"	KEGG: rn00680 (Methane metabolism); rn00710 (Carbon fixation in photosynthetic organisms); rn01200 (Carbon metabolism)
1.5.1.3	rxn01602	dihydrofolate:NADP+ oxidoreductase	KEGG: rn00670 (One carbon pool by folate); rn00790 (Folate biosynthesis)
6.2.1.1|6.2.1.17	rxn00675	Propionyladenylate:CoA propionyltransferase	KEGG: rn00640 (Propanoate metabolism)
2.3.3.5|4.1.3.31	rxn00679	"propanoyl-CoA:oxaloacetate C-propanoyltransferase (thioester-hydrolysing, 1-carboxyethyl-forming)"	KEGG: rn00640 (Propanoate metabolism)
4.2.3.3	rxn00748	glycerone-phosphate phosphate-lyase (methylglyoxal-forming)	KEGG: rn00640 (Propanoate metabolism)
4.1.3.1	rxn00336	isocitrate glyoxylate-lyase (succinate-forming)	KEGG: rn00630 (Glyoxylate and dicarboxylate metabolism); rn01200 (Carbon metabolism)
5.3.1.22	rxn01015	hydroxypyruvate aldose-ketose-isomerase	KEGG: rn00630 (Glyoxylate and dicarboxylate metabolism)
3.1.3.1|3.1.3.2|3.1.3.41	rxn02166	4-Nitrophenyl phosphate phosphohydrolase	KEGG: rn00627 (Aminobenzoate degradation)
4.1.1.31	rxn00251	phosphate:oxaloacetate carboxy-lyase (adding phosphate;phosphoenolpyruvate-forming)	KEGG: rn00620 (Pyruvate metabolism); rn00680 (Methane metabolism); rn00710 (Carbon fixation in photosynthetic organisms); rn00720 (Carbon fixation pathways in prokaryotes); rn01200 (Carbon metabolism)
2.4.1.227	rxn03408	"UDP-N-acetyl-D-glucosamine:undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine 4-beta-N-acetylglucosaminlytransferase"	KEGG: rn00550 (Peptidoglycan biosynthesis)
2.7.8.13	rxn03903	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala):undecaprenyl-phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase	KEGG: rn00550 (Peptidoglycan biosynthesis)
2.4.1.227	rxn03933	UDP-N-acetyl-D-glucosamine:N-acetyl-alpha-D-muramyl(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase	KEGG: rn00550 (Peptidoglycan biosynthesis)
5.3.1.28	rxn03917	D-glycero-beta-D-manno-heptose-7-phosphate aldose-ketose-isomerase	KEGG: rn00540 (Lipopolysaccharide biosynthesis)
2.7.1.167	rxn03918	ATP:D-glycero-beta-D-manno-heptose 7-phosphate 1-phosphotransferase	KEGG: rn00540 (Lipopolysaccharide biosynthesis)
2.3.1.-	rxn06848	R05075	KEGG: rn00540 (Lipopolysaccharide biosynthesis)
5.1.3.13	rxn02000	"dTDP-4-dehydro-6-deoxy-D-glucose 3,5-epimerase"	KEGG: rn00521 (Streptomycin biosynthesis); rn00523 (Polyketide sugar unit biosynthesis); rn01110 (Biosynthesis of secondary metabolites)
1.1.1.133	rxn02003	dTDP-6-deoxy-L-mannose:NADP+ 4-oxidoreductase	KEGG: rn00521 (Streptomycin biosynthesis); rn00523 (Polyketide sugar unit biosynthesis); rn01110 (Biosynthesis of secondary metabolites)
4.2.1.126	rxn08044	N-acetylmuramate 6-phosphate hydro-lyase (N-acetyl-D-glucosamine 6-phosphate forming)	KEGG: rn00520 (Amino sugar and nucleotide sugar metabolism)
3.2.1.21|3.2.1.74	rxn00222	cellobiose glucohydrolase	KEGG: rn00500 (Starch and sucrose metabolism)
2.4.1.7	rxn00577	sucrose:phosphate alpha-D-glucosyltransferase	KEGG: rn00500 (Starch and sucrose metabolism)
2.4.1.8	rxn01132	Maltose:phosphate 1-beta-D-glucosyltransferase	KEGG: rn00500 (Starch and sucrose metabolism)
2.8.1.3	rxn06060	Thiosulfate:thiol sulfurtransferase	KEGG: rn00480 (Glutathione metabolism)
1.13.11.11|1.13.11.52	rxn00478	"L-tryptophan:oxygen 2,3-oxidoreductase (decyclizing)"	KEGG: rn00380 (Tryptophan metabolism)
3.7.1.3	rxn01930	3-Hydroxy-L-kynurenine hydrolase	KEGG: rn00380 (Tryptophan metabolism)
1.14.16.1	rxn01315	"L-Phenylalanine,tetrahydrobiopterin:oxygen oxidoreductase (4-hydroxylating)"	"KEGG: rn00360 (Phenylalanine metabolism); rn00400 (Phenylalanine, tyrosine and tryptophan biosynthesis); rn01230 (Biosynthesis of amino acids)"
1.3.1.26	rxn02929	"2,3,4,5-Tetrahydrodipicolinate:NADP+ oxidoreductase"	KEGG: rn00300 (Lysine biosynthesis); rn01110 (Biosynthesis of secondary metabolites); rn01230 (Biosynthesis of amino acids)
1.17.1.8	rxn39451	"2,3,4,5-tetrahydrodipicolinate:NAD+ 4-oxidoreductase"	KEGG: rn00300 (Lysine biosynthesis); rn01110 (Biosynthesis of secondary metabolites); rn01230 (Biosynthesis of amino acids)
	rxn39452	"2,3,4,5-tetrahydrodipicolinate:NADP+ 4-oxidoreductase"	KEGG: rn00300 (Lysine biosynthesis); rn01110 (Biosynthesis of secondary metabolites); rn01230 (Biosynthesis of amino acids)
1.1.1.86	rxn03068	"(R)-2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)"	"KEGG: rn00290 (Valine, leucine and isoleucine biosynthesis); rn01110 (Biosynthesis of secondary metabolites); rn01210 (2-Oxocarboxylic acid metabolism); rn01230 (Biosynthesis of amino acids)"
1.1.1.86	rxn03435	"(R)-2,3-Dihydroxy-3-methylpentanoate:NADP+ oxidoreductase (isomerizing)"	"KEGG: rn00290 (Valine, leucine and isoleucine biosynthesis); rn01110 (Biosynthesis of secondary metabolites); rn01210 (2-Oxocarboxylic acid metabolism); rn01230 (Biosynthesis of amino acids)"
1.1.1.86|5.4.99.3	rxn03436	(S)-2-Aceto-2-hydroxybutanoate:NADP+ oxidoreductase (isomerizing)	"KEGG: rn00290 (Valine, leucine and isoleucine biosynthesis); rn01110 (Biosynthesis of secondary metabolites); rn01210 (2-Oxocarboxylic acid metabolism); rn01230 (Biosynthesis of amino acids)"
1.1.1.85	rxn00735	"(2R,3S)-3-methylmalate:NAD+ oxidoreductase"	"KEGG: rn00290 (Valine, leucine and isoleucine biosynthesis); rn00660 (C5-Branched dibasic acid metabolism); rn01210 (2-Oxocarboxylic acid metabolism); rn01230 (Biosynthesis of amino acids)"
1.4.1.9	rxn00804	L-leucine:NAD+ oxidoreductase (deaminating)	"KEGG: rn00280 (Valine, leucine and isoleucine degradation); rn00290 (Valine, leucine and isoleucine biosynthesis); rn01110 (Biosynthesis of secondary metabolites)"
1.3.8.4|1.3.99.10|1.3.99.3	rxn02866	"3-methylbutanoyl-CoA:(acceptor) 2,3-oxidoreductase"	"KEGG: rn00280 (Valine, leucine and isoleucine degradation)"
2.1.1.14	rxn03052	5-Methyltetrahydropteroyltri-L-glutamate:L-homocysteine S-methyltransferase	KEGG: rn00270 (Cysteine and methionine metabolism); rn01110 (Biosynthesis of secondary metabolites); rn01230 (Biosynthesis of amino acids)
2.8.1.2	rxn02229	3-Mercaptopyruvate:cyanide sulfurtransferase	KEGG: rn00270 (Cysteine and methionine metabolism)
4.2.1.13|4.3.1.17|4.3.1.19	rxn00165	L-serine ammonia-lyase	"KEGG: rn00260 (Glycine, serine and threonine metabolism); rn01110 (Biosynthesis of secondary metabolites); rn01200 (Carbon metabolism); rn01230 (Biosynthesis of amino acids)"
2.1.2.10	rxn06600	S-aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming)	"KEGG: rn00260 (Glycine, serine and threonine metabolism); rn00670 (One carbon pool by folate)"
4.2.1.20	rxn01964	L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate; L-tryptophan and glyceraldehyde-3-phosphate-forming]	"KEGG: rn00260 (Glycine, serine and threonine metabolism); rn00400 (Phenylalanine, tyrosine and tryptophan biosynthesis); rn01110 (Biosynthesis of secondary metabolites); rn01230 (Biosynthesis of amino acids)"
1.2.1.8	rxn01868	p-Cumic alcohol:NADP+ oxidoreductase	"KEGG: rn00260 (Glycine, serine and threonine metabolism)"
1.4.4.2	rxn06377	glycine:lipoylprotein oxidoreductase (decarboxylating and acceptor-aminomethylating)	"KEGG: rn00260 (Glycine, serine and threonine metabolism)"
1.8.1.4	rxn06493	dihydrolipoylprotein:NAD+ oxidoreductase	"KEGG: rn00260 (Glycine, serine and threonine metabolism)"
2.6.1.16	rxn00555	L-glutamine:D-fructose-6-phosphate isomerase (deaminating)	"KEGG: rn00250 (Alanine, aspartate and glutamate metabolism); rn00520 (Amino sugar and nucleotide sugar metabolism); rn01110 (Biosynthesis of secondary metabolites)"
6.3.4.16|6.3.4.16-	rxn00113	"Carbon-dioxide:ammonia ligase (ADP-forming,carbamate-phosphorylating)"	"KEGG: rn00250 (Alanine, aspartate and glutamate metabolism); rn00330 (Arginine and proline metabolism); rn00910 (Nitrogen metabolism); rn01200 (Carbon metabolism); rn01230 (Biosynthesis of amino acids)"
1.4.3.16|1.4.3.2	rxn00262	L-Aspartic acid:oxygen oxidoreductase (deaminating)	"KEGG: rn00250 (Alanine, aspartate and glutamate metabolism)"
2.7.4.6	rxn00107	ATP:2'-deoxy-5-hydroxymethylcytidine-5'-diphosphate phosphotransferase	KEGG: rn00240 (Pyrimidine metabolism)
2.7.1.48	rxn00368	UTP:cytidine 5'-phosphotransferase	KEGG: rn00240 (Pyrimidine metabolism)
2.7.1.-|2.7.1.48	rxn00369	GTP:cytidine 5'-phosphotransferase	KEGG: rn00240 (Pyrimidine metabolism)
6.3.4.2	rxn00410	UTP:ammonia ligase (ADP-forming)	KEGG: rn00240 (Pyrimidine metabolism)
2.7.1.48	rxn00707	ITP:cytidine 5'-phosphotransferase	KEGG: rn00240 (Pyrimidine metabolism)
2.7.1.48	rxn00712	UTP:uridine 5'-phosphotransferase	KEGG: rn00240 (Pyrimidine metabolism)
2.7.1.48	rxn00713	GTP:uridine 5'-phosphotransferase	KEGG: rn00240 (Pyrimidine metabolism)
2.7.1.48	rxn00715	ITP:uridine 5'-phosphotransferase	KEGG: rn00240 (Pyrimidine metabolism)
2.7.1.48	rxn01128	dATP:cytidine 5'-phosphotransferase	KEGG: rn00240 (Pyrimidine metabolism)
2.7.1.48	rxn01129	dATP:uridine 5'-phosphotransferase	KEGG: rn00240 (Pyrimidine metabolism)
2.7.1.48	rxn01370	dGTP:uridine 5'-phosphotransferase	KEGG: rn00240 (Pyrimidine metabolism)
2.7.1.48	rxn01510	dGTP:cytidine 5'-phosphotransferase	KEGG: rn00240 (Pyrimidine metabolism)
2.7.1.48	rxn01515	dTTP:cytidine 5'-phosphotransferase	KEGG: rn00240 (Pyrimidine metabolism)
2.7.1.48	rxn01516	dTTP:uridine 5'-phosphotransferase	KEGG: rn00240 (Pyrimidine metabolism)
2.7.4.4|2.7.4.9	rxn01517	ATP:dUMP phosphotransferase	KEGG: rn00240 (Pyrimidine metabolism)
2.7.1.48	rxn01674	dCTP:uridine 5'-phosphotransferase	KEGG: rn00240 (Pyrimidine metabolism)
2.7.1.48	rxn01679	dUTP:uridine 5'-phosphotransferase	KEGG: rn00240 (Pyrimidine metabolism)
2.7.1.48	rxn01705	dCTP:cytidine 5'-phosphotransferase	KEGG: rn00240 (Pyrimidine metabolism)
2.7.1.48	rxn01706	dUTP:cytidine 5'-phosphotransferase	KEGG: rn00240 (Pyrimidine metabolism)
1.17.4.2	rxn05235	2'-Deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase	KEGG: rn00240 (Pyrimidine metabolism)
1.17.4.2	rxn05236	2'-Deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase	KEGG: rn00240 (Pyrimidine metabolism)
4.6.1.1	rxn00065	"ATP diphosphate-lyase (cyclizing; 3',5'-cyclic-AMP-forming)"	KEGG: rn00230 (Purine metabolism)
