locus_tag_from_mut_lib,protein_accession,locus_tag_from_model
MIT1002_03933,WP_049585512.1,TK37_RS00375
MIT1002_03934,WP_049585510.1,TK37_RS00370
MIT1002_03935,WP_014980670.1,TK37_RS00365
MIT1002_03936,WP_012520088.1,TK37_RS00360
MIT1002_03937,WP_049585508.1,TK37_RS00355
MIT1002_03938,WP_039228986.1,TK37_RS00350
MIT1002_03939,WP_049585746.1,TK37_RS00345
MIT1002_03940,WP_049585506.1,TK37_RS00340
MIT1002_03941,WP_014951275.1,TK37_RS00335
MIT1002_03942,WP_014951276.1,TK37_RS00330
MIT1002_03943,WP_039228980.1,TK37_RS00325
MIT1002_03944,WP_049585744.1,TK37_RS00320
MIT1002_03945,WP_049585501.1,TK37_RS00315
MIT1002_03946,WP_014977757.1,TK37_RS00310
MIT1002_03947,WP_049585499.1,TK37_RS00305
MIT1002_03948,WP_014980678.1,TK37_RS00295
MIT1002_03949,WP_049585497.1,TK37_RS00290
MIT1002_03950,WP_014951285.1,TK37_RS00285
MIT1002_03951,WP_049585495.1,TK37_RS00280
MIT1002_03952,WP_152910861.1,TK37_RS00275
MIT1002_03953,WP_049585492.1,TK37_RS00270
MIT1002_03954,WP_049585490.1,TK37_RS00265
MIT1002_03955,WP_049585488.1,TK37_RS00260
MIT1002_03956,WP_049585486.1,TK37_RS00255
MIT1002_03957,WP_014951289.1,TK37_RS00250
MIT1002_03958,WP_012520109.1,TK37_RS00245
MIT1002_03959,WP_049585742.1,TK37_RS00240
MIT1002_03960,WP_049585484.1,TK37_RS00235
MIT1002_03961,WP_049585482.1,TK37_RS00230
MIT1002_03962,WP_049585479.1,TK37_RS00225
MIT1002_03963,WP_049585477.1,TK37_RS00220
MIT1002_03964,WP_049585475.1,TK37_RS00215
MIT1002_03965,WP_014951296.1,TK37_RS00210
MIT1002_03966,WP_049585473.1,TK37_RS00205
MIT1002_03968,WP_014951298.1,
MIT1002_03969,WP_014951299.1,TK37_RS00195
MIT1002_03970,WP_049585472.1,TK37_RS00190
MIT1002_03971,WP_049585469.1,TK37_RS00185
MIT1002_03972,WP_049585467.1,TK37_RS00180
MIT1002_03973,WP_049585465.1,TK37_RS00175
MIT1002_03974,WP_049585463.1,TK37_RS00170
MIT1002_03975,WP_049585461.1,TK37_RS00165
MIT1002_03976,WP_049585458.1,TK37_RS00160
MIT1002_03977,WP_049585456.1,TK37_RS00155
MIT1002_03978,WP_049585454.1,TK37_RS00150
MIT1002_03979,WP_014951309.1,TK37_RS00145
MIT1002_03980,WP_049585452.1,TK37_RS00140
MIT1002_03981,WP_049585449.1,TK37_RS00135
MIT1002_03982,WP_014951312.1,TK37_RS00130
MIT1002_03983,WP_049585447.1,TK37_RS00125
MIT1002_03984,WP_039235770.1,TK37_RS00120
MIT1002_03985,WP_014977776.1,TK37_RS00115
MIT1002_03986,WP_014977777.1,TK37_RS00110
MIT1002_03987,WP_049585442.1,TK37_RS00105
MIT1002_03988,WP_049585440.1,TK37_RS00100
MIT1002_03989,WP_049585438.1,TK37_RS00095
MIT1002_03990,WP_014951320.1,TK37_RS00090
MIT1002_03991,WP_014951321.1,TK37_RS00085
MIT1002_03992,WP_049585436.1,TK37_RS00080
MIT1002_03993,WP_014951323.1,TK37_RS00075
MIT1002_03994,WP_039228733.1,TK37_RS00070
MIT1002_03995,WP_049585432.1,TK37_RS00065
MIT1002_03996,WP_014951326.1,TK37_RS00060
MIT1002_03997,WP_014977785.1,TK37_RS00055
MIT1002_03998,WP_014951328.1,TK37_RS00050
MIT1002_03999,WP_014951329.1,TK37_RS00045
MIT1002_04000,WP_014977787.1,
MIT1002_04001,WP_049585430.1,TK37_RS00035
MIT1002_04002,WP_049585429.1,TK37_RS00030
MIT1002_04003,WP_049585427.1,TK37_RS00025
MIT1002_04004,WP_012520154.1,
MIT1002_04005,WP_014980717.1,TK37_RS00020
MIT1002_04006,WP_080986360.1,TK37_RS00015
MIT1002_04007,WP_014951335.1,TK37_RS00010
MIT1002_04010,WP_197047985.1,
MIT1002_04011,WP_014951337.1,TK37_RS15035
MIT1002_04012,WP_014980720.1,TK37_RS15030
MIT1002_04013,WP_049588457.1,TK37_RS15025
MIT1002_04014,WP_049588456.1,TK37_RS15020
MIT1002_04015,WP_049588455.1,TK37_RS15015
MIT1002_04016,WP_014977794.1,TK37_RS15010
MIT1002_04017,WP_014980725.1,TK37_RS15005
MIT1002_04018,WP_049588454.1,TK37_RS15000
MIT1002_04019,WP_014951369.1,TK37_RS14995
MIT1002_04020,WP_080760048.1,TK37_RS14985
MIT1002_04021,WP_014951372.1,TK37_RS14980
MIT1002_04022,WP_049588453.1,TK37_RS14975
MIT1002_04023,WP_049588451.1,TK37_RS14970
MIT1002_04024,WP_049588450.1,TK37_RS14965
MIT1002_04025,WP_049588449.1,TK37_RS14960
MIT1002_04026,WP_049588448.1,TK37_RS14955
MIT1002_04027,WP_049588447.1,TK37_RS14950
MIT1002_04028,WP_049588465.1,TK37_RS14945
MIT1002_04029,WP_049588446.1,TK37_RS14940
MIT1002_04030,WP_049588445.1,TK37_RS14935
MIT1002_04031,WP_039221374.1,TK37_RS14930
MIT1002_04032,WP_014951383.1,TK37_RS14925
MIT1002_04033,WP_049588444.1,TK37_RS14920
MIT1002_04034,WP_039228778.1,TK37_RS14915
MIT1002_04035,WP_080986445.1,TK37_RS14910
MIT1002_04036,WP_014951387.1,TK37_RS14905
MIT1002_04037,WP_049588443.1,TK37_RS14900
MIT1002_04038,WP_049588442.1,TK37_RS14895
MIT1002_04039,WP_014951390.1,TK37_RS14890
MIT1002_04040,WP_014977809.1,TK37_RS14885
MIT1002_04041,WP_014977810.1,TK37_RS14880
MIT1002_04042,WP_014951393.1,TK37_RS14875
MIT1002_04043,WP_049588441.1,TK37_RS14870
MIT1002_04044,WP_049588440.1,TK37_RS14865
MIT1002_04045,WP_014951396.1,TK37_RS14860
MIT1002_04046,WP_170826522.1,
MIT1002_04047,WP_049588439.1,TK37_RS14850
MIT1002_04048,WP_049586442.1,TK37_RS05280
MIT1002_04049,WP_049586440.1,TK37_RS05275
MIT1002_04050,WP_049586438.1,TK37_RS05270
MIT1002_04051,WP_014980752.1,TK37_RS05265
MIT1002_04052,WP_014951413.1,TK37_RS05260
MIT1002_04053,WP_049586437.1,TK37_RS05255
MIT1002_04054,WP_049586436.1,TK37_RS05250
MIT1002_04055,WP_014951416.1,TK37_RS05245
MIT1002_04056,WP_014951417.1,TK37_RS05240
MIT1002_04057,WP_014980757.1,TK37_RS05235
MIT1002_04058,WP_049586434.1,TK37_RS05230
MIT1002_04059,WP_014977822.1,TK37_RS05225
MIT1002_04060,WP_049586432.1,TK37_RS05220
MIT1002_04061,WP_014951422.1,TK37_RS05215
MIT1002_04062,WP_014951423.1,TK37_RS05210
MIT1002_04063,WP_014977825.1,TK37_RS05205
MIT1002_04064,WP_049586431.1,TK37_RS05200
MIT1002_04065,WP_049586429.1,TK37_RS05195
MIT1002_04066,WP_049586428.1,TK37_RS05190
MIT1002_04067,WP_014951428.1,TK37_RS05185
MIT1002_04068,WP_014951429.1,TK37_RS05180
MIT1002_04069,WP_014951430.1,TK37_RS05175
MIT1002_04070,WP_039228851.1,TK37_RS05170
MIT1002_04071,WP_014951432.1,TK37_RS05165
MIT1002_04072,WP_014977829.1,TK37_RS05160
MIT1002_04073,WP_049586425.1,TK37_RS05155
MIT1002_04074,WP_049586423.1,TK37_RS05150
MIT1002_04075,WP_049586422.1,TK37_RS05145
MIT1002_04077,WP_049586419.1,TK37_RS05135
MIT1002_04080,WP_197047986.1,
MIT1002_04081,WP_049586417.1,TK37_RS05125
MIT1002_04082,WP_319636700.1,
MIT1002_04083,WP_049586414.1,TK37_RS05115
MIT1002_04084,WP_049586413.1,TK37_RS05110
MIT1002_04086,WP_049586446.1,TK37_RS05100
MIT1002_04087,WP_049586411.1,TK37_RS05095
MIT1002_04088,WP_049586410.1,TK37_RS05090
MIT1002_04089,WP_049586408.1,TK37_RS05080
MIT1002_04090,WP_049586406.1,TK37_RS05075
MIT1002_04091,WP_049586404.1,TK37_RS05070
MIT1002_04092,WP_049586402.1,TK37_RS05065
MIT1002_04093,WP_049586401.1,TK37_RS05060
MIT1002_04094,WP_049586399.1,TK37_RS05055
MIT1002_04095,WP_049586398.1,TK37_RS05050
MIT1002_04096,WP_231514345.1,
MIT1002_04097,WP_231514346.1,
MIT1002_04098,WP_049586393.1,TK37_RS05035
MIT1002_04099,WP_049586392.1,TK37_RS05030
MIT1002_04100,WP_231514367.1,
MIT1002_04101,WP_049586389.1,TK37_RS05020
MIT1002_04102,WP_049586387.1,TK37_RS05015
MIT1002_04103,WP_049586386.1,TK37_RS05010
MIT1002_04104,WP_049586385.1,TK37_RS05005
MIT1002_04105,WP_014977834.1,TK37_RS05000
MIT1002_04106,WP_014951442.1,TK37_RS04995
MIT1002_04107,WP_049586384.1,TK37_RS04990
MIT1002_04108,WP_014951444.1,TK37_RS04985
MIT1002_04109,WP_049586383.1,TK37_RS04980
MIT1002_04110,WP_049586381.1,TK37_RS04975
MIT1002_04111,WP_039228875.1,TK37_RS04970
MIT1002_04112,WP_014951448.1,TK37_RS04965
MIT1002_04113,WP_014951449.1,TK37_RS04960
MIT1002_04114,WP_012520217.1,TK37_RS04955
MIT1002_04115,WP_014951450.1,TK37_RS04950
MIT1002_04116,WP_015000145.1,TK37_RS04945
MIT1002_04117,WP_014951452.1,TK37_RS04940
MIT1002_04118,WP_012520222.1,TK37_RS04935
MIT1002_04119,WP_012520223.1,TK37_RS04930
MIT1002_04120,WP_014977839.1,TK37_RS04925
MIT1002_04121,WP_014951454.1,TK37_RS04920
MIT1002_04122,WP_014951455.1,TK37_RS04915
MIT1002_04123,WP_014951456.1,TK37_RS04910
MIT1002_04124,WP_049586380.1,TK37_RS04905
MIT1002_04125,WP_014951458.1,TK37_RS04900
MIT1002_04126,WP_049586378.1,TK37_RS04895
MIT1002_04127,WP_049586376.1,TK37_RS04890
MIT1002_04128,WP_049586374.1,TK37_RS04885
MIT1002_04129,WP_039228889.1,TK37_RS04880
MIT1002_04130,WP_049586373.1,TK37_RS04875
MIT1002_04131,WP_014951464.1,
MIT1002_04132,WP_015000154.1,TK37_RS04870
MIT1002_04133,WP_014290886.1,TK37_RS04865
MIT1002_04134,WP_039227487.1,TK37_RS10150
MIT1002_04135,WP_152910883.1,TK37_RS10145
MIT1002_04137,WP_231514368.1,
MIT1002_04138,WP_049587417.1,TK37_RS10135
MIT1002_04139,WP_049587415.1,TK37_RS10130
MIT1002_04140,WP_049587414.1,TK37_RS10125
MIT1002_04143,WP_004587125.1,TK37_RS10115
MIT1002_04144,WP_004587124.1,TK37_RS20835
MIT1002_04146,WP_004587123.1,TK37_RS10105
MIT1002_04147,WP_231514369.1,
MIT1002_04149,WP_049587409.1,TK37_RS10090
MIT1002_04150,WP_049587407.1,TK37_RS10085
MIT1002_04151,WP_257721544.1,
MIT1002_04152,WP_049587404.1,TK37_RS10075
MIT1002_04153,WP_049587402.1,TK37_RS10070
MIT1002_04154,WP_049587401.1,TK37_RS10065
MIT1002_04155,WP_049587400.1,TK37_RS10060
MIT1002_04156,WP_049587399.1,TK37_RS10055
MIT1002_04157,WP_049587398.1,
MIT1002_04158,WP_004587121.1,TK37_RS10045
MIT1002_04160,WP_049587397.1,TK37_RS10035
MIT1002_04161,WP_160314207.1,TK37_RS21365
MIT1002_04162,WP_015068531.1,TK37_RS10025
MIT1002_04163,WP_015068532.1,TK37_RS10020
MIT1002_04165,WP_258312652.1,
MIT1002_04166,WP_049587393.1,TK37_RS10015
MIT1002_04167,WP_049587391.1,
MIT1002_04168,WP_049587390.1,TK37_RS10005
MIT1002_04170,WP_049587389.1,TK37_RS10000
MIT1002_04172,WP_039235047.1,TK37_RS09995
MIT1002_04174,WP_080986416.1,TK37_RS09980
MIT1002_04175,WP_049587383.1,TK37_RS09975
MIT1002_04176,WP_049587382.1,TK37_RS09970
MIT1002_04177,WP_049587381.1,
MIT1002_04178,WP_049587380.1,TK37_RS09960
MIT1002_04179,WP_049587378.1,TK37_RS09955
MIT1002_04180,WP_053103819.1,TK37_RS09950
MIT1002_04181,WP_049587376.1,TK37_RS09945
MIT1002_04182,WP_039235064.1,TK37_RS09940
MIT1002_04183,WP_049587375.1,TK37_RS09935
MIT1002_04184,WP_049587374.1,TK37_RS09930
MIT1002_04185,WP_152910881.1,TK37_RS21150
MIT1002_04186,WP_080986415.1,TK37_RS09925
MIT1002_04187,WP_049587372.1,TK37_RS09920
MIT1002_04189,WP_049587371.1,TK37_RS09910
MIT1002_04190,WP_049587370.1,TK37_RS09905
MIT1002_04191,WP_156080668.1,TK37_RS21360
MIT1002_04192,WP_049587366.1,TK37_RS21355
MIT1002_04194,WP_049589041.1,TK37_RS19295
MIT1002_04195,WP_049589042.1,TK37_RS19300
MIT1002_04196,WP_049589043.1,TK37_RS19305
MIT1002_04197,WP_049589044.1,TK37_RS19310
MIT1002_04200,WP_080986477.1,TK37_RS19320
MIT1002_04201,WP_039227563.1,TK37_RS19325
MIT1002_04202,WP_049589046.1,TK37_RS19330
MIT1002_04203,WP_049589047.1,TK37_RS19335
MIT1002_04204,WP_049589048.1,TK37_RS19340
MIT1002_04205,WP_197044410.1,
MIT1002_04206,WP_049589050.1,TK37_RS19350
MIT1002_04207,WP_049589052.1,TK37_RS19355
MIT1002_04209,WP_156080669.1,
MIT1002_04211,WP_049587462.1,TK37_RS10270
MIT1002_04212,WP_049587460.1,TK37_RS10265
MIT1002_04213,WP_049587458.1,TK37_RS10260
MIT1002_04214,WP_049587456.1,TK37_RS10255
MIT1002_04215,WP_049587454.1,TK37_RS10250
MIT1002_04216,WP_160314208.1,TK37_RS10245
MIT1002_04217,WP_049587452.1,TK37_RS10240
MIT1002_04218,WP_049587450.1,TK37_RS10235
MIT1002_04219,WP_049587448.1,TK37_RS10230
MIT1002_04220,WP_049587447.1,TK37_RS10225
MIT1002_04221,WP_049587445.1,TK37_RS10220
MIT1002_04222,WP_049587443.1,TK37_RS10215
MIT1002_04223,WP_049587441.1,TK37_RS10210
MIT1002_04224,WP_049587440.1,TK37_RS10205
MIT1002_04225,WP_049587438.1,TK37_RS10200
MIT1002_04226,WP_049587436.1,
MIT1002_04227,WP_049587434.1,TK37_RS10190
MIT1002_04228,WP_049587432.1,TK37_RS10185
MIT1002_04229,WP_049587430.1,TK37_RS10180
MIT1002_04230,WP_049587429.1,TK37_RS10175
MIT1002_04231,WP_049587426.1,TK37_RS10165
MIT1002_04232,WP_152910884.1,TK37_RS10160
MIT1002_04233,WP_039235165.1,TK37_RS10155
,WP_049585420.1,TK37_RS21090
,WP_014951330.1,TK37_RS00040
,WP_139125446.1,TK37_RS00200
,WP_039228687.1,TK37_RS00300
,WP_049585516.1,TK37_RS00385
,WP_071960224.1,TK37_RS00420
,WP_049585544.1,TK37_RS00445
,WP_080986361.1,TK37_RS00705
,WP_049585626.1,TK37_RS00740
,WP_049585753.1,TK37_RS00745
,WP_044583926.1,TK37_RS00895
,WP_014951105.1,TK37_RS01030
,WP_080986365.1,TK37_RS01090
,WP_049585715.1,TK37_RS01115
,WP_049585730.1,TK37_RS01175
,WP_049585738.1,TK37_RS01205
,WP_049585784.1,TK37_RS01290
,WP_049585914.1,TK37_RS01310
,WP_049585802.1,TK37_RS01355
,WP_080760014.1,TK37_RS01510
,WP_080986371.1,TK37_RS01580
,WP_152910864.1,TK37_RS01620
,WP_049585844.1,TK37_RS01660
,WP_014948815.1,TK37_RS01740
,WP_049585865.1,TK37_RS01860
,WP_014948854.1,TK37_RS01895
,WP_049585879.1,TK37_RS02025
,WP_049585880.1,TK37_RS02030
,WP_049585924.1,TK37_RS02165
,WP_080986372.1,TK37_RS20710
,WP_049585937.1,TK37_RS02355
,WP_049586003.1,TK37_RS02535
,WP_049585978.1,TK37_RS02710
,WP_049586004.1,TK37_RS02725
,WP_049586008.1,TK37_RS02950
,WP_014950500.1,TK37_RS03005
,WP_014980098.1,TK37_RS03080
,WP_101565625.1,TK37_RS03100
,WP_039227930.1,TK37_RS03265
,WP_152910867.1,TK37_RS03290
,WP_049586079.1,TK37_RS03430
,WP_049586115.1,TK37_RS03495
,WP_080986378.1,TK37_RS03525
,WP_049586112.1,TK37_RS03590
,WP_080589173.1,TK37_RS03680
,WP_049586141.1,TK37_RS03725
,WP_080986382.1,TK37_RS03765
,WP_049586175.1,TK37_RS03990
,WP_049586179.1,TK37_RS04005
,WP_049586223.1,TK37_RS04020
,WP_014948391.1,TK37_RS04065
,WP_080986384.1,TK37_RS04245
,WP_049586277.1,TK37_RS04455
,WP_049586285.1,TK37_RS04500
,WP_014949565.1,TK37_RS20745
,WP_160314206.1,TK37_RS04605
,WP_152910868.1,TK37_RS21110
,WP_049586324.1,TK37_RS04665
,WP_049586326.1,TK37_RS04670
,WP_049586329.1,TK37_RS04675
,WP_152910869.1,TK37_RS20755
,WP_075177314.1,TK37_RS20760
,WP_049586390.1,TK37_RS05025
,WP_049586395.1,TK37_RS05040
,WP_049586396.1,TK37_RS05045
,WP_049586416.1,TK37_RS05120
,WP_049586447.1,TK37_RS05130
,WP_014949103.1,TK37_RS05290
,WP_152910870.1,TK37_RS05385
,WP_049586472.1,TK37_RS05390
,WP_053103811.1,TK37_RS05405
,WP_049586556.1,TK37_RS05415
,WP_080986393.1,TK37_RS05560
,WP_049586632.1,TK37_RS05735
,WP_049586634.1,TK37_RS05885
,WP_152910871.1,TK37_RS20775
,WP_044556785.1,TK37_RS06505
,WP_049586750.1,TK37_RS06785
,WP_156080660.1,TK37_RS21335
,WP_014950960.1,TK37_RS06900
,WP_049586862.1,TK37_RS07335
,WP_049586868.1,TK37_RS07370
,WP_152910874.1,TK37_RS07405
,WP_012518468.1,TK37_RS07460
,WP_049586937.1,TK37_RS07610
,WP_049586993.1,TK37_RS07790
,WP_039216382.1,TK37_RS07835
,WP_014950813.1,TK37_RS07980
,WP_049586974.1,TK37_RS08035
,WP_152910875.1,TK37_RS08115
,WP_152910876.1,TK37_RS08180
,WP_049587014.1,TK37_RS08205
,WP_049587070.1,TK37_RS08440
,WP_014975368.1,TK37_RS08465
,WP_049587134.1,TK37_RS08650
,WP_049587112.1,TK37_RS08735
,WP_156080631.1,TK37_RS21350
,WP_049587153.1,TK37_RS08920
,WP_049587206.1,TK37_RS09155
,WP_049587227.1,TK37_RS09230
,WP_152910879.1,TK37_RS09535
,WP_049587313.1,TK37_RS09600
,WP_080986412.1,TK37_RS09635
,WP_053103817.1,TK37_RS09755
,WP_049587349.1,TK37_RS09860
,WP_152910880.1,TK37_RS21140
,WP_152910885.1,TK37_RS21145
,WP_080986422.1,TK37_RS09965
,WP_080986423.1,TK37_RS10010
,WP_049587406.1,TK37_RS10080
,WP_152910882.1,TK37_RS10095
,WP_049587418.1,TK37_RS10140
,WP_014978032.1,TK37_RS10365
,WP_012516881.1,TK37_RS10395
,WP_049587484.1,TK37_RS10405
,WP_049587504.1,TK37_RS10445
,WP_015066017.1,TK37_RS10480
,WP_051025781.1,TK37_RS20665
,WP_080986424.1,TK37_RS10560
,WP_152910886.1,TK37_RS10570
,WP_049587510.1,TK37_RS10640
,WP_053103820.1,TK37_RS20670
,WP_039223024.1,TK37_RS11280
,WP_049587689.1,TK37_RS11485
,WP_049587697.1,TK37_RS11550
,WP_039225570.1,TK37_RS11825
,WP_039225252.1,TK37_RS11830
,WP_049587770.1,TK37_RS11860
,WP_049587785.1,TK37_RS21175
,WP_156080648.1,TK37_RS21380
,WP_152910888.1,TK37_RS20905
,WP_049587837.1,TK37_RS12090
,WP_080752371.1,TK37_RS12110
,WP_049587882.1,TK37_RS12265
,WP_049587962.1,TK37_RS12275
,WP_049587887.1,TK37_RS12295
,WP_049587947.1,TK37_RS12465
,WP_152910890.1,TK37_RS20920
,WP_049587975.1,TK37_RS12540
,WP_160314209.1,TK37_RS12550
,WP_049588024.1,TK37_RS12665
,WP_049588061.1,TK37_RS13015
,WP_049588064.1,TK37_RS13030
,WP_049588072.1,TK37_RS13065
,WP_049588138.1,TK37_RS13185
,WP_049588120.1,TK37_RS13240
,WP_049588133.1,TK37_RS13310
,WP_014977338.1,TK37_RS13435
,WP_053103825.1,TK37_RS20675
,WP_069944861.1,TK37_RS13595
,WP_160314211.1,TK37_RS21195
,WP_139125438.1,TK37_RS21205
,WP_014948086.1,TK37_RS14150
,WP_014948082.1,TK37_RS14170
,WP_049588322.1,TK37_RS14275
,WP_080986444.1,TK37_RS14490
,WP_080986442.1,TK37_RS14595
,WP_157669802.1,TK37_RS21220
,WP_014977813.1,TK37_RS14855
,WP_014951370.1,TK37_RS14990
,WP_049588459.1,TK37_RS15040
,WP_049588461.1,TK37_RS15045
,WP_049588509.1,TK37_RS15070
,WP_049588473.1,TK37_RS15080
,WP_071953288.1,TK37_RS20950
,WP_049588513.1,TK37_RS15200
,WP_152910893.1,TK37_RS15215
,WP_049588517.1,TK37_RS15220
,WP_080986447.1,TK37_RS15225
,WP_156080638.1,TK37_RS21395
,WP_049588552.1,TK37_RS15310
,WP_080986449.1,TK37_RS15615
,WP_080986455.1,TK37_RS15725
,WP_049588614.1,TK37_RS15810
,WP_049588602.1,TK37_RS15820
,WP_080986456.1,TK37_RS15830
,WP_152910898.1,TK37_RS15840
,WP_049588610.1,TK37_RS15870
,WP_014949456.1,TK37_RS15925
,WP_152910899.1,TK37_RS20970
,WP_049588634.1,TK37_RS16055
,WP_044447356.1,TK37_RS16210
,WP_049588659.1,TK37_RS16215
,WP_080591982.1,TK37_RS16490
,WP_160314215.1,TK37_RS20990
,WP_152910900.1,TK37_RS16585
,WP_014949340.1,TK37_RS16595
,WP_014976412.1,TK37_RS16665
,WP_049588710.1,TK37_RS16760
,WP_049588751.1,TK37_RS17045
,WP_049588758.1,TK37_RS17110
,WP_014951060.1,TK37_RS17255
,WP_049588786.1,TK37_RS17415
,WP_049588812.1,TK37_RS17485
,WP_085929484.1,TK37_RS17630
,WP_014980266.1,TK37_RS17665
,WP_160314216.1,TK37_RS21260
,WP_014976139.1,TK37_RS17840
,WP_049588863.1,TK37_RS18025
,WP_049588875.1,TK37_RS18120
,WP_049588883.1,TK37_RS18170
,WP_049588884.1,TK37_RS18175
,WP_080986468.1,TK37_RS18230
,WP_152910901.1,TK37_RS18320
,WP_044556895.1,TK37_RS18390
,WP_080986472.1,TK37_RS18555
,WP_080986473.1,TK37_RS18600
,WP_049588954.1,TK37_RS18685
,WP_081334012.1,TK37_RS18765
,WP_156080650.1,TK37_RS21400
,WP_049588990.1,TK37_RS18905
,WP_049588991.1,TK37_RS18910
,WP_044583922.1,TK37_RS18930
,WP_049589003.1,TK37_RS19015
,WP_080590428.1,TK37_RS19040
,WP_049589014.1,TK37_RS19050
,WP_049589029.1,TK37_RS19230
,WP_080986475.1,TK37_RS19265
,WP_110288560.1,TK37_RS19285
,WP_080986476.1,TK37_RS21045
,WP_080986478.1,TK37_RS19345
,WP_049589057.1,TK37_RS19465
,WP_012516913.1,TK37_RS19515
,WP_049589059.1,TK37_RS19555
,WP_048818577.1,TK37_RS19820
,WP_152910902.1,TK37_RS21060
,WP_152910903.1,TK37_RS21280
,WP_160314219.1,TK37_RS21285
,WP_049589141.1,TK37_RS20015
,WP_160314220.1,TK37_RS21290
,WP_152910904.1,TK37_RS21295
,WP_049589168.1,TK37_RS20095
,WP_049589176.1,TK37_RS20135
,WP_049589178.1,TK37_RS20140
,WP_049589183.1,TK37_RS20190
,WP_049589190.1,TK37_RS20235
,WP_049589191.1,TK37_RS20260
,WP_152910906.1,TK37_RS20280
,WP_049589196.1,TK37_RS20285
,WP_049589203.1,TK37_RS20335
,WP_014978039.1,TK37_RS20350
,WP_049589206.1,TK37_RS20370
,WP_043960279.1,TK37_RS20415
,WP_020745884.1,TK37_RS20425
,WP_080986482.1,TK37_RS20445
,WP_049589217.1,TK37_RS20475
,WP_152910908.1,TK37_RS20480
,WP_152910909.1,TK37_RS20500
,WP_080986483.1,TK37_RS20510
,WP_053103832.1,TK37_RS20515
,WP_152910910.1,TK37_RS21075
,WP_049589231.1,TK37_RS20550
,WP_158297380.1,TK37_RS21320
,WP_152910912.1,TK37_RS21325
,WP_049589238.1,TK37_RS20595
,WP_049589240.1,TK37_RS20600
,WP_049589247.1,TK37_RS20620
,WP_049589248.1,TK37_RS20625
,WP_080986484.1,TK37_RS21085
